sentence,sentiment
@AnalystAlterEgo i have bad news... i have to go take the dog for a walk--they're upset w/me!,0
"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",0
Got out of work late. Lame! Busy day.,0
@pcdnicole so sad u cancelled silverstone show  better see u in sandown park!,0
Thinking about Debra leaving in July.,0
"@iamsuperbianca Oh, and I went with my friend to MYOH last night but they ran out of tarsier pins. So sad. He was really cute.",0
I want to go see Up,2
"oh!, I wanna buy Just That Girl - Drew Seeley, but I'm not allowed  I'm talking itunes store)",0
@xx_Megan_xx Same! Like the kisses on nights when she wasnt up for eviction! They were very badly edited,0
@ChellyBelle I'm chopped liver.,0
Misses her work peeps,0
"has just finished reading Twilight and thought it was crap...okay, it was alright...okay, i love it and really wanna read the next one",0
"Now that I think about it, when I get to the States they'll probably still be touring so they won't be at home  Dammit!",2
I don't feel well at all,0
there is poor lost duck outside of Olive Garden. that makes me sad,0
what am i gonna watch after BGT  bad times,1
back to basics,2
It's too hot!! Thermometer showing 25c at the moment,0
@scopezum I feel the same way! 9 hours of sleep and still exhausted! ahh!,0
@AndrewMayne does it work on the iPhone as my MacBook is flat,2
Just got out of work,3
"@HimOverThere gosh, poor thing! Get well soon, leg.  xx",0
Month end... still stuck in my office waiting for the stragglers to get there s#!t together.,2
Ugh work sucks. I could be with sher right now,3
@Lady_Lynn @deanna_raquel ahh man  ok if y'all end up doin sumthin else let me kno so I can meet y'all 2 see wht yal gone do..,1
"Last day of the TV up-fronts w/ our colleagues from Sydney, Paris, London...",0
Sitting and waiting and hoping this lady would hurry the hell up... I hate moving... It super sucks...,0
@jimmylala i'd rather find out from experience :-/ ...but where are the stories?,2
Feeling pretty tired and lonely,0
@Susan_Ferman that's so weak!!  facebook fail,0
"Panda express, it's been so long. I've missed you",0
"Has got the slow cooker going, now just to get ready for work",2
Listening to Broken by Lifehouse (on repeat),2
Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how shit my work is,0
leather jackets=uncomfortable....not my thing,2
"@WordofSouth Damn brah, u not happy?",0
@UKTeresa You've made me look at old pictures of my cats.  I want them to be kitties again,3
@hellocuppycake no omelette today  dim sum tomorrow! FEAST!,2
"went on a long 10 mile bike ride today, then it started raining",0
im full. i had a tripple thick chocolate milkshake from mcdonalds now i feel sick,3
"@richardescobar  Ok, just noticed it is in theatres now - don't know when it's showing in Vancouver though",2
@Cre8tiveSin sarcasm?  i need a PJ to fly to the hotspots and party and fly home for work the next day,0
: doc said my bones look &quot;fine enough.&quot; also should see a rhumatologist. I'm such am old lady now,0
"@BuzzEdition You're welcome. Hey, have you sent love @CTK1 's way? In hospital today for surgery to sort old motorbike accident",0
@SuperNinjaMax noooooooooo my parrents found my stash,3
"Ugh, migraine.",0
sittin on d bed about 2 fall asleep,3
Didn't get to go wakeboarding  but i'll be good cause i'm having a lush night!,3
cowering from pain,0
"Can't stop coughing, feel like I might have bronchitis again, no fun",0
"... And, I was the only person who stood up for them. The world is full if spineless cunts. This makes me sad",0
@celebritystatus wifeyyyyyy  me no likey u siky,3
my phone is going to die too prematurely,0
tried to swat a fly with my Buddhist magazine... bad karma,0
@doodleworld  Thx had a great day &amp; gonna have a long weekend.  Excited yet I'll be missin my tweeple badly.,3
@danipoynterjudd yeah but i missed it 2nite,2
@ESQUIRE8 OMG I am @ the hair salon. *tears*  I hope I get out of here soon. We watching the Real House wives of NYC in here.,3
"I'm in tantra, anyone from kirki will know how sad this is, I'm drowning my sorrows ;)",0
hm i'm happy but i want to join drama practice today !,3
"@JVB Thanks, I just found a article that say i cannot join you because i am in the UK though",0
"I hate horrible atmospheres, I pick them up so quick!  kisskiss xxxxxxxxxx",1
exam on active directory tomorrow.,2
@ArtOfDying any chance you might come back to moncton? i had to miss the show tonight,0
"@itsSamaraMorgan Gosh, no need to be so rude.",2
"@HealthBeautyDr  btw ... my sister's all ready know this little fact.  My 2nd oldest sisters husband is a keeper, tho'.  Her, not so much",2
My birthday is on Wednesday. I'm too young to feel this old.,0
"Just chillin' in pjs after a short, but long week - why is someone continually knocking at my door?",2
I don't feel good,0
"gooooooood night, cant believe tomoroo is cancelled!  but still gonna be a giid night, GNI cant beat them!",2
I jus dropped my dog  and im tall.,2
@greentm what happened yesterday? but phone calls with unwell parents - yeah .. know how that goes ...  .. i have two of them now ... meh,0
he was the reason i lived and now hes the reason im begging to die,0
youtube not working,0
@StephenMulhern I'm absolutely jealous as hell of Brenda,2
@rickoshea whats up rick??,0
@shereemcfly09 arrr bummer  who do you want to win?,2
"Man! I need to make-up that $35 loss.. this is why I'm going to hustle this weekend AKA not going to have a nice, relaxing weekend.",0
@ladyjori whaaaat what about your house? You've been working so hard on it!,0
Still working in the database and trying to decide what I want to eat.,3
"@annie_escape awh, nooooo  i want a long update tooooo!",2
i feel sad for you elizabeth.,0
@SinsualDzires phone updated and she's got a camcorder on her phone now--mine hasn't updated chit  that ain't fair .,0
@alex_navarro I wish this area offered chinese food delivery,2
It's a sad day when Christian Lacroix has to file for bankruptcy,0
to the people i was txting... sorry phone is dead and i can't resurrect it.  hopefully verizon will replace it and i'll it back by tonight,0
feels f*cked! and feet are aching  need my beeeeeddddddd!!!,2
Dosen't Want To Go To Work Tomorrow,0
@crescentdreams everything.  *weeps*,0
feeling even worse today,0
@NanaSuzee i'm on my mobile so it won't let me  but i can't stop thinking about you ;)x,3
tomorrow should be good. but apparently no movies,0
"@wildcurl7888  Well, I still can't wait for the one shot.",3
...Nomore adventure time,2
"Damn. I had 11 goldfish.  Oh well, that's my dinner. Anyways! Check out my blog yoooo http://weaselbee.blogspot.com/",3
AHHHHH I needa hurry up and shower before this &quot;HUGE&quot; storm hits,0
I want Crimson Gem Saga.  I will just go play RF Guerilla demo repeatedly. I (Mission Failed - YOU DIED) so many times from dicking around,3
Wish I could be heading to LA for E3.  *le sigh* Maybe someday.,0
@mitchelmusso i couldnt call you because the time on my phone would run out  so if you can give me a shoutout on here i will be happy,2
didn't get to see his movie!,0
@mitchelmusso I'm never calling you again. Your phone is a scammer. It said I'm next and it hung up on me.  Now I can't get you.,0
Am listening to Darren Hayes's Spin. Am talkin to my wacky friend who's going insane. I ain't at all tired and I'm messed up bout things.,0
fml. i stepped on a needle.. ouch.. waaaaa  damn drycleaners,0
wishes her love was coming home,0
@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don't start working soon. SMH,0
@missuzliipzlive ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email,2
"the muscle in my back is cramping up, hurts so bad! owww",0
@lyndygirl any suggestions on how to get rid of that lovely gasoline smell? As it is still in my car,0
"is sore from weight lifting  However, it's the good kind of sore that gives you man-boobs you can move with the power of your mind alone!",3
It was my fault for leaving my flip-flops outside my locker while swimming at USF Koret but why oh why would you want to take 'em? #R2IMT,2
Wonders why its so hard for me to concentrate...,0
...No more adventure time,0
i miss you,0
"Uggh everything, I'm sending you!!! I keep sending it to my Twitter. So I have to forward it to you!!! I suck at life",0
"@LisaSpangenberg sadly @Dawno isn't me. It's some1 w/ 1 follower 1 update &amp; hasn't used Twitter since May 1, '07  I wanted that name, too",3
"riding daddy's bike (yes a man's bike, very convenient! NOT) in the dark without glasses on. i was scared  but i survived HAHA",0
"@yelyahwilliams it could be a bad idea, Hayley",0
@ladymaryann No news yet,0
good night fellow Twitterati. back to work tomorrow,0
Writing this paper is a lot harder then i thought . LOL,3
"I got battery acid in an open wound on my index finger  Fuck, it burned so much.",0
@Bensabeast Whaaaat?!?!?  When did that happen?,2
@officialSPChuck did not understand anything you said,0
still no date for bon iver next week,0
@robluketic damn i always miss it,1
"still babysitting, i want another boost",0
I got into a fight with the pavement. I think it won  poor little knee,0
Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today,0
"*sniff sniff* I want thie App for my iPhone but it's only in America. Free Anime, Games shows and more for you iPhone = Win. But no UK =",2
"excited for Jackie's baby shower tomorrow, going to relax and enjoy the weekend! Monday better not come fast",3
My twitterberry doesn't work!,0
This &quot;Monarchy&quot; is gonna bleed ALL of us dry! We are nothing more than slaves to the pigs in D.C. I don't reconize my country anymore!,0
@jimsissy end count  *hangs head lower*,2
Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than @ASU   Having fun so far!,3
crazy kids won't nap!  I think it's the heat... and I still have to tell them that they can't go to Grandma's cuz she's sick,0
@Gaylib1986 it was just areply on you facebook status that you were a little upset,0
blip.fm is on it's last legs,0
"Right folks, really must go now; have to babysit my nephew in the morning. Another early start. No Twilight time  Nare mind. Nightall. X",2
staying at home. unpacking!!!! crap!,0
was late,2
"Hi, my name is Kate and I'm addicted to mm's!",2
getting dinner ready not much going on in my life it seems,2
Need dayquil,2
@summerkristine i want you to go walking with me!! but i still miss my satan,0
ahh im getting really tired and ej isnt up yet! im might have to go to sleep without talking to her again,0
"Still feeling weird about my ex and her engagement.  My mom made things worse.  I don't even want her, but it's still odd",0
"@lorrieb5 did you see the 15 sec clip of the New Moon trailer?? its up on ETonline.com ...check it out. its a big tease, though",2
I'm at the anime store iat rivercenter going crazy at all the Pokemon stuff. I wish I had money,3
Jeff was right! Call of Duty pwns. Now i just gotta figure out what to do with this xtra copy of Wolvarine I bought earlier this week.,3
I'm either always on the train or at work,0
I also found out that it's also my last youth group meeting,2
counting down the hours until I can finally drink this blossom hill  stupid work,2
I have to go to work.,0
Is too hot and tummy ache so can't sleep  lots of chem to do tomorro but at least bgt final to look forward to!,3
being at work while sick blows! kill me. i feel like crap,0
@Mrgetmoneyent ahhhhh from work,2
"Was outside playing ball with dogs, now all hot and sweaty",3
I have assignment due by midnight in professional writing class &amp; I really wish I was already done with it Luv writing thought Id like it,2
@southbel took my computer in for a new dvd drive &amp; screen wouldn't come back on  Had to order new computer &amp; wait...,2
"It's 20:50 hs and i'm still at the office...really tired,wanna go home!",2
@Bnever oh darn i'm not in london,2
"i'm sorry i'm neglecting you, twitter.",0
"@honk4peace Yes, we do love and miss you @ChubbyGayMan Others have told me privately too",3
head hurt,0
"Wishing laying on my side wasn't the only comfortable position, I am tired of laying",0
"I've got to meet him tomorrow, midday and hopefully, fingers crossed, it'll all be sorted. My head is still hurting though.",0
My preorder of the Razer Sphex shipped today. I'll be paying to review it because Razer is ignoring my emails,2
@Lujee #3aaah mosh 3aref a facebook any more,0
@Impala_Guy Would luv to hear music too but iÃ¯Â¿Â½m out of batteries - the tv plays besides but i think this is some kind of vampire movie,0
im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead,0
@xsparkage imagine if you really were lost and lost all contact with DT!  that'd be the saddest day of my life haha,0
1) Traffic is lame 2) No matter how hard I try I can't get anywhere on time   3) UP Movie!!!!! Yay!,0
See that traffic northbound? That's my commute   http://twitpic.com/67x74,2
Its summer and no one has texted/called me. Im a loner,0
@gay_emo_zac haha... I wouldn't be surprised... The few cute ones here are either taken or straight...,2
@no_surprises no it's not ready,2
THIS twitter is driving me nuts...WONT LET ME DOWNLOAD A PROFILE PIC!! ...guess i'll keep trying!!,2
"Apparently Paige is partying with Rose Jenn and Adam again, without me   My child has such a wild imagination.  ;)",3
Killer headache  I want my food to be here!,0
@rmwiley i feel you girl,2
I am not doing much  all well!,0
@angelealain  Hope you get to spend the weekend at home.,2
@selenagomez don't leave us,0
http://twitpic.com/67x7n - MISS THEM ALREADY,0
@POPPORNBLOG ouch  does picking your nose count?,2
@Amalari  I do not mean to laugh but a little giggle did come out - sorry,2
"Sad I missed @tylerhwilliams going away party due to too much work, but I really am gonna miss that kid",0
"slept in, missed bus, train delayed, doesn't stop at my stop, late for work. fucking heelllll",0
Hates bleech!! Messed up my black outfit,1
My back hurts,0
"Well, I made the list look better, but I can't do anything about the number pictures, since I already closed that tab.",0
why must the weather b so nice and then so bad all in 1 minute,0
i have to poop...  @sleezye89 is hogging the shitter,1
about to rehearse...starving!!!,2
I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags),3
7.53.  7 minutes till 8. This is not my best day.  I`m late for class again.,0
"can't find my trusty hair tie  My hair will spill all over the place when I run!Mom's bands doesn't work for me,normal ones hurt.(((",0
@laurabolger Lol what do you mean? I thought you were going to London for it? xD and it is yea  Xx,3
Juast got home... and I have to leave again!!!  BRB!!!,2
It's a really warm day in Seattle! My reeses chocolate is melting!!!,2
wishing Ro was feeling better,3
"ugh gone through 2 new phones and now my screen is black, which means no texting",0
"@OfficialRyChris *waving* you wanna come get Diablo, he barked so much til he made himself sick",0
Ok.....Twitter is not near as exciting as I thought it would be!,0
i do indeed have tonsillitis. the only good thing: ive been advised to eat lots of ice cream. [but no solid foods  &amp; im bed ridden.],0
ARGH!! watching batman,2
http://twitpic.com/67x8k - WITH MY FRIENDS WERE IN OUR WORK,3
My mouth hurts. Wish I could cut my head off,0
it's sooo warm,3
selling my drumset  sad day,0
"today was GOOD  , that little girl hollie in bgt , just me or complete sympahty vote  ! how cute is aidan davis :L? tweet me  x",3
@chaselongbeach at least she doesnt try to violently hump you like my (female) dog does,2
"@bztak1020 actually, my friend gave me the files today! lol but those are all CDA files... do u know how to convert them to MP3?",3
"omg, NO ICECREAM",0
@SimpleMia Yes. Need to listen to sad SP-Songs,0
Hey #YEG !!!!! Anyone goin to the Edmonton Energy game and wanna do some live updates? PLEASE!!!! They dont post live scores,3
I got up early to pay bills. I figured its like a bandaid if I get it over quickly it won't be so bad... I was wrong,0
@calvinharris i wannabe in dubai,2
going to jack's tribute match today,2
@LULuwanderlust whatever don't make me feel bad!  ill bring you a surprise,0
"@robluketic Shoot, Rob I missed it. Just got home.",2
i just got my nails done n i already messed them up  Alejandra &lt;3,2
@socallove well grand has been cancelled due to the weather,2
"@kericontrary not  you, me, just drank too much.",0
"@iCharlotte My original non-Yahoo acc. was deleted when they got bought-out  But it's not too bad, I don't receive any Yahoo-spam from it.",0
http://twitpic.com/54khn - I am very sad. They cut down my Pink Tree. I noticed it when I left today to get Betos,0
ugh lost the remote  gotta actually move to change channel wtf #twat,0
dont wanna go to mississppi!!!!!!!! UGH!! texas is my home..... UPSET!!!,0
bummed about the softball loss 0-1   These girls are so good at only 12!,0
@johnnybeane What happened?!,2
"@_everblue She actually posted again to say that it was the 2nd and not the 4th, so nevermind.",3
7pm on a Fri night &amp; I'm sitting at home alone...,0
@mileycyrus hehe his name was Jack Dawson &amp; he died on the Titanic  u c that movie Miley?im watching it rite now. amazing.tell Leo I&lt;3Him!,2
OOUCHHHH I just pinched my own nipple by accident trying to fix my top,0
@verwon nice .. I can't ever get that from my ex!,0
lost some $ at work....nt happy right now    --SLOANSTER--,0
@jimwtodd I don't know! She never answered me,0
Not feelin right. Hope the feeling passes. Stupid stomach.,0
@DJLTHEMASTERKEY i guesss,2
"@PENLDN just got in, gonna go upto bed in a sec, not drunk! I'm disgusted with myself  haha",1
i wanna go home,0
Is still stuck in the office working!,0
Xfiles disc doesn't work.. Rippin,0
Glenna is bored but glad that it is a beautiful day. Macy went swimming and Kris played golf while I sat at home waiting for them,2
really sick and tired but my body's resisting rest!,0
@BuddyTV Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,0
No B2G1 for me.  Trying to save cash for next month's vacation.,2
Work in a hour,2
@inkyoctopus I always forget SOMETHING when I travel. I am at Newark airport.,0
Marley crying for more ball throwing....keeps eying me through the door,0
UP is the saddest movie i've ever seen,0
"Not going to Suffolk tomorrow.   However, now MB &amp; I are planning a picnic on the Mall with friends Neil &amp; Jodi.",3
"Life is over! Just went to get tickets for all time low, sold out  anyone got spares or wanna sell me theirs?",0
I'm miserable with my boredom.,0
blehhh i feel poopie. i have a fever and my whole body hurtssss   FML,0
"@1045CHUMFM Oh ok,Thanks.Dont know where the courthouse id either,I'll learn though.Any nkotb? Twitter stole my pic again  it hates me",0
@ddrdiva @laurapasik @that70sgrl I've always been a ppl person just hid behind bad self confidence for 2 long  u can do anything!,0
My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S,0
I think i am getting a cold,0
"@Stace3811 I'm sorry you aren't having a good day.  cheer up though, your day doesn't define you...",0
Missing my baby ducks,0
"lied last weekend when she said she wouldn't get upset, just an FYI.",0
in a very stress mood,0
"Any Windows 7 users out there have any tips on how to make the default install NOT take up 15GB??  I knew it would be big, but srsly...",0
@selenagomez  noo Selena i really wanted to see you soo badly im your biggest fan dont make me cry,0
@starletta8 Oh that's too bad.  Do you just get sick when there's too much heat? I do,0
"@angelicaaa workies with dad?  aw that sucks working on saturday morning. I'm about to study, when are your exams?",0
Ok so Jeff looks like he has a black eye!!,2
@RealLifeKaz we cant come toniiiite !! arggh i want to tho  have fun for uss. well def see u 2morrow nite tho!,0
Okay haileys really gone now.  everyone keep her in your prayers.,0
can't school just be done already? it hurts too much... seeing him every day,0
@momlogic OMG....that is soooo sad.,2
WTF? Twitter doesnt support messages from my phone -I wanted to be able to Twit while on vacay.   Poo on you Twitter,0
Liked &quot;I quit smoking in September of last year after 40 years - I hope one day I won't miss it  snivel whine&quot; http://ff.im/-3nVYG,2
"I'm very upset right now, like I can't even formulate a complete thought....",0
@charmand3r oh no!  I hope you get on soon! &lt;3 I miss you and I can't wait to see you again.,0
"@Tracybelle I'd hang with you, but... Tennessee.",0
im wearing a certain tye dye tshirt at the moment. and it misses its 8 counterparts...,0
really ill atm,0
Finally lost FM97,2
* My besties. If only @ddlovato was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only @ddlova.. http://twitpic.com/67hac,0
131 miles away,0
Standing ovation for Wieters. Nobody was sitting down. Insane. Hit into double play though,3
@BrittneyCash Shame about your job  have you thought about working for yourself?  there's big money to be paid http://bit.ly/1864ml,0
Phone went in the toilet   The truth is I'm surprised is hasn't happen sooner!,2
OMG JLO AND MARC ANTHONY WERE AT MY OLD SCHOOL GRADUATION  BRB UPSET,2
Matt Weiters' first at bat: fly out to RF,2
@charlieskies am i too late for a cuppa?,0
going to a work people party then going home to visit Grandma. Sadness,0
on my way to orlando and its raining,2
@susansediqe soooo over ppl telling me they went to the tonite show!!!  Ive had dreams of meeting him  I'm embarrassd of that a lil LOL,3
It's Friday and I don't have a job for the weekend,2
"drunk messi scares me, to be honest.",2
first day of summer sucks!!!! its overcast and cold...  this isn't summer!?!?!?!?,1
@beckyainsley,2
@Applecored same,2
At natalies just finished work. Had the most AMAZING peanut butter sandwhich EVER. &lt;3333 I miss your faceeee,3
tell chris to stop making fun of lizzie,1
Well this is just lovely.  I am completely flattened by a back injury.  There goes the weekend.,0
"Poor @IMissBradAndJen 's mom just told her she looked like a hooker.  The skirt wasn't THAT short, and it's 87 degrees out!",0
@chris_shields06 good job!  I wish i worked in a zoo,3
Woa NOBODY is inside the movie theater... Its termenator ppl shud be in here... Scary,0
"Doing homework and then going to bed, have to leave at 6:50 tomorrow morning for work  and then i wont be off till 6",3
grrh my phone (brand new might i add) keep just switching itself off and others are saying theirs does the same,0
Boyfriend is out with friends tonight. Don't know what to do with my evening,0
@fetjuel Musashi's? Has a great rep. Or did you go to Kitaro,2
about to start my least favourite chore.... mopping the floor,0
Went to see UP today - very disappointed - it was sad   Almost made me cry!  I thought it was supposed to be funny.,2
@vmarinelliRVA Parvo sucks. So sorry pup has it.  I lost a puppy to parvo many moons back. Still sad over it. Hope he's better soon,0
One of these times I'm going to have the self-awareness NOT to ask one of the principle mourners at a wake how they're doing.,2
poor bretty.  but yay phils,0
going to look at a bunch of open homes today. just to get a feel for the market. i think i've got a lot of saving to do...,0
Watching &quot;P.S. I love you&quot;. Eating chinese food. What else is there to do when you're home alone on a Friday night!,3
Today was good but some people have friday attitudes...not good,0
my back hurts  have a heating pad on it... stupid ladder y did you have to collapse and make me fall on my back/bum???,0
"@graciep I have to agree, why didn't I get that when I was out.",2
"@DJLisaFoxx Ouch. I used to hate it when I did that  (And then there are the irate callers who were trying to record, getting p***ed, etc)",1
My poor little 7mth old was taken to hospital yesterday. We are syringe feeding him at home because he doesn't want to drink.,0
Gah... why is my Macbook Pro getting so frickin' hot just sitting on the table doing nothing?,0
Ugh! Plane delayed due to weather!  Stuck with another hour to kill.  http://twitpic.com/67xs0,1
oh no.... please... dont do that to yourself again,0
damn...plans were canceled.....another friday night at home,0
"wow, 5 pm rolled around really fast. I accomplished only one thing on my to do list today...",0
just goy back from a day of tests at the hospital. going to start chemo on monday,0
cant believe ER is all over,0
wants to go see street dreams but it's not playing anywhere near here,0
"@DSTheStar1121	REALLY?? oh.. sorry yall  lol",0
Off to my lil sisters  graduation...they grow up so quick,2
My saying now  http://bctiny.com/po4me,0
There is a MacBook Pro sitting close by and my poor MacBook is ashamed with it's plastic face and sides...,0
@xx_Megan_xx Thats all i've seen too   5 till 7 is the 2 hours I normally sleep so I missed it :mad: haha,0
Working on a Friday night,0
@JonathanRKnight understands you it's long the 6 hour,0
Big Sad Face   Bing doesn't work on iPhone.  It just takes you to the regular mobile Live search.,0
"@natbubba yeah, totally unfair.  we should just. FLAME THEM EVERYWHERE",0
I can't find Tom Price on the tweeterwall,2
I'm so freaking afraid that once again I've managed to stick my foot in my mouth and scare yet another person off . . .,0
its after 12 an man is texting me telling me that he wants to come over.i say i'm tired..lol..da punk says he'll bring me redbull and KFC,2
He put a fuckin mohawk in my son head.....he just killed my vibe as always,2
@DJFREEZY ummm not with me?,2
"going 2 watch Dogtown, hope it's not too sad!",0
"In pain,, poor me, I HATE THE SUN",1
"@ianiv No, it's not",2
Just found out that Anne's brother died unexpectedly - he was only 44.  Warm thoughts going out to her family...,0
i wanna move back to Pennsylvania,3
moved the first load of stuff into @cjloe's garage for storage.. now for round two..   me and guys move into our new place on Monday!,3
"well movie night spoilt by fracked up disk-happiness gone, so time for sleep",0
"@TheStoryStarts nothing aimed at you, just joining in...sorry",0
@theREALGiftedNJ yeah it is,0
@jeangrae whyd u feel awful after last night?,2
night night twits! im so glad I will be waking up to a saturday off work!! printer has broke though,3
Is in bed not able to sleep  bloody bipolar!,0
I dont believe in my eyes or should I say on my browser? OMG OMG OMG,0
sitting down doing nothing after being stuck in the house for 4days i had all intentions of doing something but it never works out,2
i miss my old phone it worked so good until i dropped it  i want a new one for my birthday...,0
@myuze_me Thanks! Kinda bittersweet though,2
"Launching fitness video blog with @kimidreams next week, featuring Polar watches, can't afford @bodybugg 's 6 weeks, video every day!",3
@Haunt1013 Sorry RB is on PS3 for me,0
Thank you Google for your Adsense Payment.  If only the Aussie dollar wasn't as strong,0
just had dinner with scoop and said goodbye before our senior trips,2
@Tabiamusic i skyped u  las nite,2
@Cowbelly I really want to!! But it's one of my few free weekends that month and am booking clients  Mama needs to make money.,0
@mpellegrini hurts to be you! Sunshine all weekend and you don't get to play. That's sad.,0
Has been a long day - Matinee and evening show. Will be sad tomorrow: last ever Welsh College show,0
"@TroublePandaPR Ok that's not true! Plus, you're insulting me saying that I'm insulting you! I've been trying to cheer you up. ButÃ¯Â¿Â½nadaÃ¯Â¿Â½",0
"http://twitpic.com/67xv3 - Former Pawnshop were Jimi Hendrix got his 1st guitar, Seattle. Now a check cashing joint",2
Hitting up a bar or two most people being lame tonight,0
"super frustrated, and taking it out on the one's I love!   I love you, Paul!",3
Grass fed beef burgers with sauteed mushrooms and cheddar on wheat buns along with a salad. Yum. Poor Kim still isn't feeling well,0
Still sick  bout to play some ps3 till the laker game starts,0
i will be without an assistant for the next week,0
Startin to get a head ache!!!! Uuuggghh!!!,0
"busy working on a new kit... and a couple interviews done...Yea! The weekend! Pray for my Uncle, still young and had a massive stroke!!",0
I don't want to sit at home on prom night. Someone hang out with me,0
Printing from Opera gives me a much better result (but printing to PDF it names it _stdin_.pdf) - always gotta compromise,0
@ohhhbeka PS: Wish I were coming tonight.,0
i get a message that my account is suspended as far as i know i haven't violated any terms contacting twitter now..,0
"@dorr did some research, but couldn't find the specific thing which i wanna do with this drive's autorun",0
@katekisss  meebo.com is a free thing &amp; it doesn't effect the comp that's what i use .,2
Sad babies make for angsty writing,2
my ipod died  not running until it is charged.,0
@lostalone So wish we could all be there,2
Homework &amp; Study Guides,2
time for bed up in 6 hours,2
@Octo77  aaaawww  would u like an alcoholic beverage of your choice?,2
"I need a nap, but I won't be getting one",3
@hookedonheat what was it? I missed it.,0
@Zaraa_x ah that's annoying,1
@ClareHeartsMAC can u add ur link. I can't find u on YouTube.,2
going away party at ambers  road trip tomorrow!,3
"@lomara It was a lot of stress, though, so with that and supporting two big families he never quit smoking and died of lung cancer at 51.",0
"I spoke too soon, a nasty thunderstorm just came out of nowhere..I got soaked making a quick run to the store!!",1
"Eatin dinna, herd tom brady not movin 2 fast",2
Just found out that they are running a lil behind.,2
zzzzz.. best friend going to europe in a few hours  .. i'm gonna miss her! hope she has fun though,0
@rikeezy or with any at all  boo. suits and grey hair.,2
@donnaml40160 I haven't started packing,2
@superstarnikki its just one of those days....,0
@Lindsay_007 so I tried to send you a direct message and I can't because you aren't following me,0
@ermadea sorry about your sadness   nitenite love,0
back home from shopping. putting stuff away and waiting for nets friend to come over. I guess I'll have to put my pants back on,0
damn im so bummed out right now....nobody loves me,0
As it turns out I do NOT get to go see The Decemberists...,0
@MelanieNugent Oh damn Im sorry!!  I have been so good not adding spoilers cause @blayze316 will be watching it later!,2
someone save me from boredom.,2
"City Dippin iz u fun, so much eye candy out here...I remember y I miss  LOL",3
@Sabrina1989 I thought it was a simple one  I found it hilarious.,3
"@xxigetwet Sher is good. There were quite a few people that we didn't even get to see, due to me having court and rushing to see fam.",2
Weekends are Great....if you don't have to work them.,3
i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve HAHAHA. im off to schl,3
@EP31 I have that problem with adult shirts too. It's so annoying since a lot of adult player shirts don't come in kid sizes,0
@FallenStar1 Get out.,1
Wake Up..... Please.,0
"@gawhatafeeling Ooooh, I'm jealous  I might try and get some for the saturday but I have an exam on the monday that Im gonna fail",0
@wwsiv  I got it in math and ss only,2
Hey @jerrymontano!  @secrettweet is mainly depressing!  It's all these people who are cheating or don't love each other anymore,1
wants to hear his voice,0
Looks like my Twitter is down,0
@mitchelmusso i can't call you cause my portable sais that this number not excist  i want so much to talk to you,0
@moozmum aw i'm sorry  i was rooting for you just to let you know!,0
@mralphafreak seems like working.. rofl - sadly money is not growing on a tree,3
Fender is hiding under the couch ... he knows I'm getting ready to leave and he isn't happy about it,0
only 1 person online on MSN. I feel lonely,0
i going to go to bed &amp; i failed miserably at booking a holiday  although i do seem to have a new follower. HIGH FIVE. X,0
"@Snoop71 Not so much a substitute as a variation. Ate too much, too. Oof",2
@mannyishere awww hes too cute!!wish i could've gone,0
Trying to go to sleep but no luck  I think i'm sick... =S,0
last few hours in singapore!!  i don't want to leave!!!!!,3
@mathewsanders Floor mopping sounds unappealing,0
homework...boring,0
@MilaXX don't go to logan square we're pretty sure the shirt isn't there  1 more philly local tmrw,2
This is not fair... bath again....,0
today was such a horrible dayy,0
@fizzythoughts  Boo for being at work during #beatwittyparty but at least you're still here!,0
it's gloomy outside,0
Sometimes black girls just piss me off like a mother fucker!,1
@killerannax oh no!  i'm sorry. at least you'll still be able to buy regular tickets and not worry about limits?,0
is nervous about getting a house out in town,0
@sullivancc14 haha I really don't but I'm going to this workshop at school next week. Are you going? Plus my car is broken right now,0
@lindyhot lol.. usually i always do.. not bn too well tho  how old r ur kids?,3
Things that happened today:  My younger brother ran over one of our dogs. Yeah. I know.  She's going to have surgery this weekend.,0
(that was a  btw -_-),0
@LisaMongold I know.  I have such guilt associated with picking winners.,0
"@stacyday Yeah, Trimet says it's a 1hr trip, I get home at 6:30/6:45-ish, so we'd arrive just as everyone was leaving.",0
"@penny2dear right my fellow fluffy flasher! I must go to bed, sorry  I hope everything is working properly 2moro and we can chat! love u x",3
