content,sentiment
@PhilippaJane the &quot;no pants&quot; idea could be the new attempt world-wide to attract business back to the airlines.,0
@philipwang lol sweet!!! ...i still have yet to watch the 4th movie  hope ur having a lovely weekend! happy mother's day from aus! =P haha,1
"@philispig  Is competition around the corner? if not take it slow for at least a week. Twisted my ankle back in jc, awfully painful.",2
@PhilKSpencer Thanks 'Mckenzie',0
@philleasfogg,0
@philleasfogg,0
@PhilLHerold Thank you,1
@phillybookco Nice yo!!! Live it for me buddy!,1
@PhillyCustoms Naw forget it then. I will only if u take them,0
@PhillyCustoms Naw forget it then. I will only if u take them,0
@PhillyD I love your show! I've subscribed and following your tweets. Can't wait to see more,1
"@phillyhead aw thank you sam phil, i love you",1
"@phillyreds sad, but true",2
"@philritchie Boom, and if you will, boom! Saw the movie last night - really enjoyed it",1
@philthemayor1 dagnabbitt... u kno I wanna go... gotta do a couple laps in the pool though....,0
@philwalters fickleness seems appropriate for a Twitter user,0
@phinnia *hugs hugs hugs* I'm glad you're feeling better.,1
@Phlupp You're phone is off,0
"@phoebealice_x Haha, You sound like lizzie :L she's got a sister who is older than her, and she's like argh :@ all the time",0
"@phoebealice_x i was listening to that earlier  and the other day, i was planning something with my friends and i said that. they were ...",0
"@phoebealice_x when my brother is 18, i will have moved!",1
@Phoebo yeah....but I finish go home get changed etc etc then im off again,0
"@phoeNYkx Yes, I liked it very very much  It wasn't even cheesy!",1
@phomor You cant put off age but you can put off grumpiness,0
"@photogjack Yeah, the prices on the used market for Hasselblad are not even close to the way they used to hold their value. It's a shame",2
@photogoat cool photo  is that outside your place?,0
"@photojunkie #avatarcamp photos, perhaps?  lol (just itching to see them!)",0
@PhotosbyLee How was your chicken and chips?,0
@phreak09 thinking about you  http://mypict.me/Fuz,0
@PhreshlyPhaded Oh wow  Thanks for the info.,1
@phxnerd sorry you didn't make it  Good luck next time though!,0
@PHXPhoto No kidding there! Ugh ... One thing I know for sure - it won't be me showing the property this weekend,2
@phyllig MTV Movie Awards. Go vote! STAT,0
@pianogirl4jesus oh yes! I was amazed! It was so nice! Next we can go drive it! That's if they trust us! Haha,0
@pibby  darn! now we have to go through the WHOLE weekend without em',2
@picalili  HERE HERE!!!   xxx,0
@Pichu Crap. Now you have to cover the whole purse with those so it looks like a pattern.,1
"@pickassoreborn thanks, now its going to rain all weekend",0
@pickleshy congrats on wikiAnswers web score! ,1
"@pickleshy it's tongue in cheek of some mentalities.There is another one which takes the piss of arabs, but its too long",2
@PicSeshu there u go,0
@PicSeshu there u go,0
"@picsiechick I haven't ridden on dirt for a year. Hate single track, can handle double track, slow.",0
"@Pierrino yes DON'T FORGET the koala pics   I'm pubquizzing tonight in the 11e if you're back in time. Sinon, mardi?",0
"@Pierrino yes DON'T FORGET the koala pics   I'm pubquizzing tonight in the 11e if you're back in time. Sinon, mardi?",0
"@piginthepoke  Lol  grey skies as far as the eye can see, which is about 20 yards",1
@piginthepoke sounds like a plan,0
@pikalek No html converter on there   Think we're going with  http://bit.ly/3pJNC  'cause it took 5 min. to get working.,0
@pilarlovesyou  i love you. don't leave me!,2
@pilgrimfamilyuk oh no I hate that,2
@pilgrimfamilyuk oh no I hate that,2
@pilmorelee you beggar! Making me feel homesick,2
@Pimplepopper: Where did you get a copy? I wanna watch that also.,1
@Pimplepopper: Where did you get a copy? I wanna watch that also.,1
@pimpstyleo Yeah prbly pickin up songs for SingStar. Haven't checked the last few store updates. And dunno that Cranberries song.,1
@pimpstyleo Yeah prbly pickin up songs for SingStar. Haven't checked the last few store updates. And dunno that Cranberries song.,1
@pincheguera I got you today,0
@pingpingss &quot;just&quot; - http://tinyurl.com/cuy43t,0
@Pink Can't wait to see you on December in Switzerland for a third rendez-vous  Great show ! You are just amazing  ... Enjoy in OZ,1
@Pink congradts on ur show  Even tho i wasnt there lol,1
"@Pink Hey lady, will you be coming to Canada in the fall? I'd love to see you in concert some time! It'll be my 1st time!",0
@Pink I`m looking forward too see and hear you in Norway!! Live fast!,1
@Pink ur shows r amazin  keep it up ! x,1
"@Pink wow 41,000 now....your really kickin' Carey's butt with this competition! See you both very soon!",2
@PinkBerryGirl Aha I see...will do,1
@pinkbunny69 aww hope uve hada good day  xxxxx,1
@pinkbunny69 aww hope uve hada good day  xxxxx,1
@pinkbunny69 awww thts no good hun-i'm having the worst day as i'm sick as,2
@pinkbunny69 awww thts no good hun-i'm having the worst day as i'm sick as,2
@pinkbunny69 o i c. i have no excuses i just love bein comfy,1
@pinkdaze Yes! That sounds like a great idea. Message me on LJ about it,1
@pinkisux you still pretending to be metal?,0
@pinkisux you still pretending to be metal?,0
"@pinkladyjen that's a shame, next time hon  yeah tea on thursday would be delightful thanks bestest sis in law x",1
@pinkmango77 vll iwas mit k???®?´se,1
"@PinkPixie bugger, that would have been nice but typically, we're heading to Bristol",1
@pinksage &quot;Thank god you didn't go gay until after you had me...&quot;,0
@pinksage &quot;Thank god you didn't go gay until after you had me...&quot;,0
@pinksealight oh lucky u!! i need to send mines away to get fixed,2
@pinksealight oh lucky u!! i need to send mines away to get fixed,2
@PinkTribble I do not consider myself to be an estate agent,0
@pippadrysdale wow that's awesome! ,1
@piratesswoop I don't have the link anymore.,0
@Pisces_1988 cool i wish i could av gone 2 da 1 he did where i live but i couldnt,0
@pistol62 Is the Bee to Busy to talk to his buddy on Yahoo?,2
@pistol62 Is the Bee to Busy to talk to his buddy on Yahoo?,2
@PITCHERPARK i want her more on Survivor!!,1
"@pixelbase @steverumsby I care about Eurovision! And yes, they have a 50% jury-based vote this year  #eurovision2009",1
@pixelmatrix Because those companies that make the bag sealers will go out of business.,0
@pixelmatrix Because those companies that make the bag sealers will go out of business.,0
@pixiexlee Ahh but but  haha They're so cute together!! &gt;_&lt; cutest couple really! he's so sweet !,1
@pixls hahahahhahaha it was true! and i could really stretch out and stuff! shame rem's dog got mad when i tried to put him in avi's face,1
@pixls hahahahhahaha it was true! and i could really stretch out and stuff! shame rem's dog got mad when i tried to put him in avi's face,1
@pixy88 Thank you! And I don't care for the look on his face.,1
@piyush_ranjan Did I ever mention what a nice and awesome dude you are?,1
@PJ1221 me too,0
"@pjaficionado  what can i say, i am a creatur of night, hmm, should be dne soon",0
"@pjaficionado Ahhh!  OK, remember the film now.  Never saw it though, will have to check it out. Thanks",1
"@pjaficionado I almost said, &quot;and grammer no exist either&quot; grunt.  But I stopped myself",0
"@pjhoody &quot;It's your birthday, so I know you wanna riiidddddeeee out!&quot; Have fun in the club",1
"@pjhoody &quot;It's your birthday, so I know you wanna riiidddddeeee out!&quot; Have fun in the club",1
"@PJPRI Just go near a hive, they'll tame you!",0
@pkeith If only you'd come the sick one...with inflamed vocal cords,0
@pkollar very heart-warming indeed. I'll be looking forward to that day,1
@plantweb  Lettuce &amp; spinach does best in cool weather.. I live in florida..not much luck growing those..,1
@plantweb  Lettuce &amp; spinach does best in cool weather.. I live in florida..not much luck growing those..,1
@plasticpiranha He was my reason for even going too haha.  Shaun of the Dead was too epic haha,1
@PlayForKeeps I made my parents add u guys on the family myspace...they were impressed by the song.,1
@PlayForKeeps oh my gosh! i know! happend yesterday,1
@playfulpixel That sounds good,1
@playspymaster I want an invite - sick of seeing all these links for people playing and being left out,3
@plbrickner no I don't mind Kent it's just my best friend is going there and Im going to miss her,0
@pleasebemine australia gets may 4th off! enjoy it,1
@pleasurep i love that song,1
@pleasurep Just read that message about u being at Stephanie's in Greensboro.....love it! I miss my home!,1
@pleasurep Just read that message about u being at Stephanie's in Greensboro.....love it! I miss my home!,1
"@pleazurs Woot freaking hoo, tho Mad World isn't doing well on the iTunes top #100 chart.",1
"@plisdehjkt any ideas, tempat apa yang paling cocok? jupiter seru juga",0
@plsdontgogurl That's the one. I wish I have a video compilation of @jordanknight's thrusting,1
@pluggerguy yeah - i saw that on the internets today. listening now ,0
@PManiac thats kickass news !!,0
@pmayroy cause i wasn't there!,1
@pmcclory hmm. Tough choice. You got some matches?,0
@pmed Awesome.  good luck with the kegging.  I need to get into that instead of bottling,0
"@pntbtrkisses a midwest girl, lol....so close and yet so far",1
@pntbtrkisses I agree with @Dog_Crazy it's not worth it - block them &amp; let Twitter police know about harrassment.,2
@pntbtrkisses I agree with @Dog_Crazy it's not worth it - block them &amp; let Twitter police know about harrassment.,2
@pntbtrkisses LMAO...but you'll still have me! I am thoroughly enjoying our conversation,1
"@pntbtrkisses You're welcome. I'm going to repost several times to get the message out, maybe help another dog",0
"@pntbtrkisses You're welcome. I'm going to repost several times to get the message out, maybe help another dog",0
@PochaccoYoly  as long as you're okay...,1
"@podagraph Wait a min, u pretty much home til u jump the pond? I have 1 wk 2 go. If I could find a cheap flt  It's a thought, haha.",2
"@podipada Munch away, my dear Watson, Munch away",0
@PodRED road trip ftw  am playing with trains today so it's all good here,0
@poeboyandy actually workin from home tonight...  you?,0
@poeboyandy actually workin from home tonight...  you?,0
@Poekasso Howz it going hun??,1
@poetic_violence heyyyy babyy,0
@poeticblasphemy I see you finally got to set up your Avatar. Too Cool,1
@poetprodigy7 It's not much better than instant.,0
@poetprodigy7 It's not much better than instant.,0
"@Poidoghomeslice Hell yah!  You know, I went to high school with Jordan Farmar ",1
@Pointman24 I always yell TRADE ME when I see old people with super nice cars. I have an old people car,0
"@poisonedapples Hey, not anymore. I'm back now.",0
"@PoisonIvy69 Fine thanks, not long now till Christmas....I'm excited",1
@PokerNostra Indeed. Have a nice week!,1
"@pokeymcslow if he did, he would say hi.",0
@Pokinatcha  in all honesty...pain   blech.,2
@Pokinatcha  in all honesty...pain   blech.,2
@pokr thanks for the retweet  poker is the best card game on earth,1
"@polaroidsof182 okay cool  we can have like, a camool zoo",0
"@polaroidsof182 okay cool  we can have like, a camool zoo",0
@political_queen like it,1
@PoliticalShort She would have to have a conscious to be haunted. @jlconnell66 #killary #Marxism  #SemST,0
@politico   YAWNzzzzzzzzzzzzzz could keep the z's going for the full amt of Tweet characters but you get the point. #SemST,2
"@politico  ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",0
"@politico @anniekarni ""@HillaryClinton can't even manage @billclinton & she wants to be @POTUS"" #WakeUpAmerica #StopHillary2016 #SemST",0
@politicspizza @RebeccahLouise @ProLifeYouth women being independent and making their own CHOICES #SemST,0
@pollybowles don't say that - I really miss my red Porsche (sold it 2 yrs ago),2
@pollybowles don't say that - I really miss my red Porsche (sold it 2 yrs ago),2
@polyap POL! Is this song from a new album? I am really missing out on UdD!,2
@polyap POL! Is this song from a new album? I am really missing out on UdD!,2
@polyzzz Goodnight and sweet dreams to you also,1
@polyzzz Goodnight and sweet dreams to you also,1
@Pon_and_Zi Thanks! I'm on my way now,1
@ponet thats funny.. actually.. i could use a haircut...might be growing it out thru August for Woodstock Anniversary Party....40 yrs,1
@ponny rofl! we aren't wearing dark grungy though! I asked bradie if it was ok he said yess,0
@ponny rofl! we aren't wearing dark grungy though! I asked bradie if it was ok he said yess,0
@poohbaby91 hey you WHORE!! that's kinda mean dont yu think?!,0
@poojarazdan woah.. awesomely romantic..  write a blog post on this.. I wanna knw the entire story.. like how he proposed etc..,1
@poojarazdan woohoo! congrats to your friend and the boyfriend.,0
@poojashetye until I break up with you via a 27 second phone call,2
@poomalairaj - for all dad is doing like this to his son/daughter love,1
@pooopy oooh really haha have they said anything about it yet!? i'll suggest the idea on twitter if you want/havent already,1
@poopiesanchez in clearwater,0
@poorprogrammer office ???????????,0
@popcornreel @joanwalsh @SenSanders @BernieSanders He is what he is and it doesn't resonate with minority and black voters! #SemST,0
"@popey you are right, enjoy the lasagne,",0
@POPPORNBLOG ouch  does picking your nose count?,0
"@poppy_dog Lucky you! it's drizzling again. Mommy says the puddles are big enough 4 me to swim in, so no dog park today..",1
"@poppy_dog Lucky you! it's drizzling again. Mommy says the puddles are big enough 4 me to swim in, so no dog park today..",1
"@poppyscorner He steals my stuff, buries them under fence. Embarassing when it's the man returning them! Not much I can do about frogs.",0
"@poppyscorner He steals my stuff, buries them under fence. Embarassing when it's the man returning them! Not much I can do about frogs.",0
@popstop yeahhhh!,0
@popstop yeahhhh!,0
@Poptastic omg! I saw ur update nd it said &quot;David Archuleta&quot;!!!! lol. They shoulda had more David on it! &lt;33 David's awsome!!  t4p!,1
@poptimism meeting the boy?,0
"@PopularRepublic lol 'if u knew better, u'd do better, wouldnt wear Uggs in shoe weather...' awww RIP Stack B",1
@porcelain_baby @Christomopher your not talking about your obsession with me right???,3
@PorkChopJones Sorry   move back?,0
"@portugaltheman @liftingfaces Where'd the songs go on the site, I want &quot;Do You&quot; on this computer too",0
@Poshpinkla goodmorning,0
@PositiveCities Hi Erin I had a dm to send you but u r not following me so Twitted prevents me from doing so,0
@positron76 cant fuckin wait mate!!! it is goin to fantastic. its made my week,1
"@Postlemonkey Oh, awesome, I have Yahooo!  Good night, sleep tight, don't let the bed bugs bite!",1
@PostmodernMacro Younger then mine. So no problems here.,0
@postsecret had a life changing redhead - she got away,0
@potdeyahourt putain,0
"@PotFace Yeah, you're right",0
"@PotFace Yeah, you're right",0
@Pottermiss awww thank you ... hopefully better tomorrow ,1
@POTUS I want you to President for a 3rd term!!! Please make it happen LOL! I'm fine with #SemST,1
@pourmecoffee I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb,1
@pourmecoffee I won my 5th grade spelling bee. Went down trailing flames on 1st word at county spelling bee  http://post.ly/geb,1
@pourpresheep lol. thanks babe!,1
@PowBam_ If I called your cell phone would you let me talk to your teacher?,0
@powerpoole You are quite welcome Mr. Poole.,0
@powerseller thanks,1
"@powertwitter Not a fan of the layout change of hyperlinks. I don't like the indentation and, well, I'm clicking and no link shows.",3
@PoynterJones can I join you in your jealousy?  :L,2
"@PoynterPerve i know, and we gotta wait until earl 2010, i think or very late 2009! its just wrong",0
@ppatel So Windows LiveWriter's accessible? Guess that answers that.,0
"@ppchen hehe, yes i did change my name. like it?",0
"@ppchen hehe, yes i did change my name. like it?",0
@ppittman feeling better - did nothing yesterday but lay around.   hate i missed the youth leader polar bear swim   gotta love youth!,0
@ppittman you are not old!!! You're  just comfy! Like worn in sweats! Said with all the love my sarcastic heart can muster....,1
@pradeepto he he! I will send it thru anurag,1
"@Pranajama I've never been to Prague, but if i had the money, it'll be in the 10 first cities I visit",1
@pranaydewan thanku  cooking is simple but the law is- u hve to have fun while u make it,1
@pranaydewan thanku  cooking is simple but the law is- u hve to have fun while u make it,1
@prateek_agwl Talking to whom? This 'Shah Rukh Khan' is an imposter here... LOL! BTW thanx for the follow...,1
@prateek_agwl Talking to whom? This 'Shah Rukh Khan' is an imposter here... LOL! BTW thanx for the follow...,1
@pratikjain4 welcome,0
"@Praxilla As opposed to twitter, where all we can do is talk to people.  SL is fun. I already have way too many ways to distract myself.",1
@Praxilla My kids count down the days till Saturday. I hope it's something they remember all of their lives!,1
"@Praxilla she can rock a guy's world at night, then make him pancakes the next morning!",0
@prayagn I think we have it pretty much figured out. @adawada added a box in the Helsinki group where you can see the tweets,1
"@PRChels_BE I heard the Yellow Light Maybes put on a great show Saturday! Sorry I missed it, Chelk.",2
@preetishenoy good weather reminds me..I read your post on Sugar cane juice n other things..This weather calls for some of those things!,1
"@prepchik07 p.s.: UV rays are just as strong with clouds as with regular sun, sometimes stronger. just FYI.",2
@Pressrecordmag oh i like this idea,0
@pretentiousgit what a cute dog,1
@Pretty23rd I wasn't feeling it,2
@PrettyGrl_Annie I can't  I'm goin outta twn 2night. Sorrrryyy,2
@prettyrach I am 100% jealous.  wish I had some,2
@PRGabbi AWW thanks hopefully it is,1
"@prgirl I still think everyone using twitter now is an early adopter, but yes, the underscore doesn't look so cool",0
@pricelessrock i'm doing good. i enjoy the rain  i hope you are well too.,1
"@prieurdp awesome... let us know how the cloud setup goes, I'm very keen on trying it myself as well",1
@primaveron I need them  It would've made my picture so much cooler. Mine are bottle green. Eeyea-thooo!,1
@primaveron I need them  It would've made my picture so much cooler. Mine are bottle green. Eeyea-thooo!,1
"@PrimeMinister3 Thanks! Am trying.. (keeping my chin up, ouch!)",1
@princ3ssdim3 I dont have no plans Just to go home and watch the Game. Plus I still have to work early so cant be out partying too late,0
@princ3sskrys10 lmao I've never met anyone who liked caramel this much,2
@princ3sskrys10 lmao I've never met anyone who liked caramel this much,2
@Prince_Aries Me and that person have something in common then! LOL jk....,1
"@Prince_Cocky Awww. lol, you little cutie pie you. I miss my dop i should pack up his bed and bowls huh? Because i keep thinkng of him ",1
@PrinceJamir thanks for the follow bro!,1
@princeofcode Sorry we couldn't get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running,2
@princeofcode Sorry we couldn't get the project working with the windoze laptop  but a ton of folks came up afterwards and saw it running,2
@princeofcode Sorry we couldn't get the projector working with the windoze laptop  but a ton of people came up afterwards and saw it live,1
@princeofcode Sorry we couldn't get the projector working with the windoze laptop  but a ton of people came up afterwards and saw it live,1
"@princeryan No, I'm waiting for it to come to DVD. (I'm frugal.)  You saw it?",1
"@Princess_DJ Xmas a week early? Hehe, at least you didn't have to do any last min shopping",1
@princess_oats this is happening to me too,0
@princess4lyfe I hear you. I can't think of a layout either.  lol I've been trying for i dont know how long.,1
@PrincessArchie Remember to put your phone on silent! lol  Night loveees,1
"@princessdeleon AWESOME! It feels very fulfilling, doesn't it?  I'm gonna work on SOOOO many people over the summer! Totally excited!",1
@princessmargo We saw that in none 3D - the baddie's the best,1
"@PrincessPDexter Ohhh, he is very regal man-cat! But he is blocked",0
@princesspooh90 Yeah but it doesn't sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I'll c u then ;),1
@princesspooh90 Yeah but it doesn't sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I'll c u then ;),1
@PrincessSammeh very talented Sam,0
@PrincessSuperC good luck C have funn!,1
@PrincessSuperC i misss youhhhhhhh ci! Tell dem japenese ppl to give yu a computer or sumthinnn. Ya twit fam misssesss supa c!,0
@princesssuperc you were amazing on snl!! loved it!,1
@PrincessSuperC you were greeeeeeaaaaatttttttt babe!! It was amazing!,1
@PrinceTerrence TERRY TERRY TERRY!! i miss you,2
@PrinceTerrence TERRY TERRY TERRY!! i miss you,2
@principalspage Grrr. We don't finish until July 3rd.,3
"@Principled I'm grateful that my kids also don't like them, lol.  Textbooks are a tool, not the sole means of education",1
@prisca_eyedea I love last.fm but find it a lot easier (and more content) on spotify  add me on http://last.fm/user/an0key if you like,1
@Pristina I hide my berry like a slave REGULARLY only today I was caught by massa   &amp; im def not light enough to be a juice pouring slave,2
@Pristina I hide my berry like a slave REGULARLY only today I was caught by massa   &amp; im def not light enough to be a juice pouring slave,2
@priyaflorence I'll say  Even I don't do Dominos anymore - I prefer Pizza Hut's crunchy fresh veggie pizzas,0
@priyaflorence I'll say  Even I don't do Dominos anymore - I prefer Pizza Hut's crunchy fresh veggie pizzas,0
"@prmack Community news only  I sometimes accept guest posts, but not at the moment.",0
"@prmack Community news only  I sometimes accept guest posts, but not at the moment.",0
@prncsztalia why do you hate me!?,2
@prncsztalia why do you hate me!?,2
"@pro01, @if__fi: ??????? ?? ?? ?? ??????. ? ?? ???, ???? ?? ??? 100 ????, ?? ?? ?? ?? ?????",0
@proactiff WHO IS SAYING ALL THIS...are you ignoring me *frowns*,0
@ProctorsArm at least posada had a good ab,2
@Prodigy702 haha FINALLY !!  hiii friend .,1
"@profchandler time to start unfollowing some people, i think",0
@ProfessorSpork I actually envy you even though I've already seen it.  It was that good!,1
"@profitfu wattup bro, hows it going, i see ya twitter is kicking butt   JV http://twurl.nl/ogzbdl",2
"@profkhai Here are some that other tweeple recommend to me: www.audiomicro.com , http://tr.im/gWOy , http://tr.im/gWPx",0
@projectcloud i'm trying  in lots of pain though.,0
@projectcloud pinched nerve,0
@projiuk cool  that's good. You back on trains for a while?,1
@prolife_wife Yup. The women in the womb are as precious as those who are outside of it. #ProLifeYouth #AllLivesMatter #SemST,0
"@ProLifeLiberty Yes, your reasoning is horrible. We were talking about abortion, not death. #SemST",3
"@ProLifeYouth Precisely! In God's eyes, ALL life is precious. Let's make this generation the one who ends abortion! #ProLifeYouth #SemST",1
@promisetangeman you are such a beautiful bride! you're gonna love the married life. it absolutely rocks! congrats to you both.,1
"@propa_gandhi awww, thanks, Brad. hahaha that actually made me laugh out loud    LBD.",1
"@properhardcore Sorry, not getting the reference/meme",0
@Prophet1958 Hey it's that old writing avoidance  Write 1 continuous flow non stop 4 10 mins=trick I use 2 loosen up gremlins!,0
"@protoslag - well, look who's tweeting.",1
@ProudKiwi thanks for the message - just worked out how to see them and reply!,1
"@ProWomanChoice Exactly, no apologies needed to any #fundamentalist of any kind.  Stop apologies for rights. #p2 #SemST",3
@ProWomanChoice forcing women to change their body's normal function is the epitome of controlling women. #SemST,0
@prwebmobilenews Looking for a new SMS sending solution? http://promotion.itagg.com Get ???®?´6 FREE SMS with every iTAGG!,0
@pseudosophical YAY YOU! So proud of you!  and I'm not even being sarcastic. Even though you told me to shut the fuck up.,1
@psstHOY of course.  jdoramas are the best.,1
@psstHOY of course.  jdoramas are the best.,1
@psuedonym Alternatively you could spend the afternoon reading &quot;Pride and Prejudice and Zombies&quot;,1
@PsychoBeauty word?? ima be there this summer....just move back with me  lol,1
@PsychoBeauty word?? ima be there this summer....just move back with me  lol,1
@psychorn We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine,0
"@psylentmike haha! you're so funny, Mikee .. you're probably the only Mike I'll ever like  *sad thoughts*",2
"@psymon_spark heheh.  Odd though, I thought a couple of the others I'd done were better",0
@ptwaugh xbox broke  hope you enjoy playing 1 vs. 100. I was...looking forward to that.,2
@publicvoid_dk No problem,0
@Puddynface2 Don't know yet  Lemme know if you come up with something though.,0
@Puddynface2 I just heard from Brendan (DJ) that there isn't a party on the boat this weekend,0
@puerhan Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,1
@Punisher5463 You Got Twitter! Yayy  xxx,1
@Punisher5643 You Got Twitter Yayy  xxx,1
"@punnie I don't use it, but I heard that PowerShell is nice",1
@punslingerr  i love jeopardy ...take that!,1
@puppaz that really sucks I feel bad for you at least I woke up at eight.,2
"@purdyboy thank you! i was just playing that a moment ago, actually! a very different, even more chill version.  *spooky*! haha.",1
"@pureelite Thankss  Someone sent me another text this morning saying happy birthday, was from that number I told you about last night LOL",1
@purelynarcotic Ohh.. #twpp is falling silent..  I was waiting to track ur US version.. Next time maybe.. Btw sunny california sounds good,1
@PurpleCoffee Oh sure . Thx,1
@purplefrogcat,0
@purplefrogcat Happy Mother's Day to you,1
@purplefrogcat wow.. purple leopard skin.  fieeerrceee..,1
@purrsikat yeah thought it was awesome - glad to see some characters like Gambit brought back into the fold,1
@PushPlayCJ hey  yall were amazing at bamboozle! thanks for stopping to take apicture on saturday.. seemed like you were in a rush though!,1
"@putitonmyvisa haha nice! I heard it's a sweet hotel. On another note, not a good game last night",1
"@putitonmyvisa haha nice! I heard it's a sweet hotel. On another note, not a good game last night",1
@putnampig Is there going to Sausage on it  yum yum,0
@putrinda sti's doin' just fine  how bout you?,0
"@PvtMarcus I always choose to be a good guy, even if I know its only a game, i feel a bit bad doing evil things",2
"@PvtMarcus I always choose to be a good guy, even if I know its only a game, i feel a bit bad doing evil things",2
@pyrat_ ay beezy! finally lol its time to hookah so get off twiiter...love ya,0
@pyrat_ ay beezy! finally lol its time to hookah so get off twiiter...love ya,0
@pyroezra but you should move here! I have school.,0
@Pyroezra i know hella  i wish i could be how my mom was and just move across the usa!,0
@pyroezra i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke,1
@pyroezra i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke,1
@pyroezra i really wish i could.,2
@pyroezra i really wish i could.,2
@pyroezra idk if i could.  it would cost me soo much there.,0
"@pythonism c is nice, but I wouldn't call it fun",1
"@pyuric Enjoy the coffee. We miss you, petite puce (adica Puricel in franceza)",1
@qclindalou Go log in to your myspace page.,0
@qcmartinez That sucks  nobody wants to stay in and lounge? Or do something for free-99?,0
"@qdakid Q, i dont get love anymore  ?",2
"@qdakid Q, i dont get love anymore  ?",2
@QdobaMexGrill how do we know if we won?,0
@QRock2005 I was in there earlier I'm not at home  I'm ok my iPod!,0
@qtjene Thanks,0
"@quanvu im good thanks, may need you're advice soon as im playing with a new font of my own",0
@qudsiya was jus so excited t c ur name,1
@que_day26 YES YES YES! http://snurl.com/hbn90 i used YOUR song in mine,1
@QuEeN_AnGeL84 Awww i hope you feel better love...this weather is crazy...,1
@queenbmakeup i can't add you on myspace girly  it asks for a last name and email,2
@queenbmakeup i can't add you on myspace girly  it asks for a last name and email,2
@QueenBofMakeup I need to do some more post but I don't have time on this tour  ........... Apologies to all my supporters.,2
@QUEENCHINAB He seemed all happy about it,1
@QueenieCyrus Heyyy  wats up?,1
@QueenieCyrus morning miss sarah cyrus ;) WHAT'S UP?  x,2
@QUEENKAK oh thank you thank you! Was hoping the video will be online,1
@QueenKelso dooood! it is working! tea time later? are you working tonight?,1
@QueenKelso dooood! it is working! tea time later? are you working tonight?,1
@QueenM81 Nope,0
@QueenofKong No need 2 apologize mama i respect you for that,0
"@QueenofKong We should have a twitter reunion it would be awesome to meet you all lol, iwonder howd iget that to pull off",1
@QueenofSpain Good night Erin!  i wouldn't say that this is early or that you are old.,1
@QueenPenguin i'm not being mean,0
@QueenQH D= indeed,0
@QueenQH D= indeed,0
@queenroxs,0
"@QueenSapphyre So!!! Why should that matter? I bet you would be GREAT at it! I do!!! It's what you love, right? Why not go for it!",1
"@queetsss thanks babe. I guess I will find the right person one day, til then I'm better off alone",2
"@queetsss thanks babe. I guess I will find the right person one day, til then I'm better off alone",2
@quesmoney @BoneHI night boyssss,0
@QuestCon That gave me a great smile. Nice way to end the day. You are so right,1
@quicheismadness  thanks for following!  pretty complicated id you have there lol,1
@Quietjack I'm probably going to be doing the same thing,0
@QuiMo haha Mon...Do you really want me too send it?,1
@QuindaS  your right.... How was your trip,0
@quinland    Lmao Yes its on the 27th  I get so excited lol,1
"@quinland  Yeah It Good But dont Click The Red X Because It Shuts It Down But Other Then That Its Good  And When U minimize It , It Goes..",1
"@Quinztar Oh no, but that means that you won't be able to get pwned by my shottie this weekend",2
@quirke I wish he was still around.   there was a litter under our azalea. I caught DD in the back yard @ 6 am with bunnies in her lap.,1
@Quizman15 thanks joeman!,1
@quwanaisnotmynm davey is,0
@R_casagrande haha thanks. but if it keeps raining i might not go,0
@r_city tell brandon I said hi!!,1
@r_u_b_y_l totes it's gonna be fun as bi-otch. yeah she'll do it... we'll make her!!,1
"@R1CC1 that's funny...well, i'll say bye again b/c i'm really THAT delirious...lol... i worked 13 hrs i think...crazy...anyhoo bye lady!",1
@Raadius cuz ima always late haha dammit she got me good,0
@racemode lol.. who know the president could be a comedian?,1
@racemode lol.. who know the president could be a comedian?,1
@Rachael_Hodges Yup. Their loss.,1
@rachael_kearley That's Twitter for you.,0
@RachaelBlevins3 heyyyyyyyyyyyyyya,0
"@RachaelPhillips wow!! you really are a pretty talented lady, most impressed",1
@rachaely57 Yes! Haha and then when he impaled himself with the crossed keys!  Love Scottish-trying-to-be-Irish Ewan McGregor,1
@rachamin well thank your phone for me.,1
@Rachecullen yesh. lawl,1
@Rachel_Pengov: Extremely so! I'm in an incredible mood,1
@Rachelamac aww you poor thing  hope all goes well!,2
@rachelgirl5 I can't go to the grocery store on an empty stomach. That's trouble! I wanna see ur show but not sure ill get to  let u kno,1
@rachellee625 a wet and dirty one now,0
@RachelleKOMO Very cute!  Don't miss out on puppy school.  Now's the time.,1
@RachelLock22 ohh thursday i have exams.. all day  what about wednesday ?,2
@RachelLock22 ohh thursday i have exams.. all day  what about wednesday ?,2
